ID,Event date,Day,Action,Actor,Actor specified ,Target,Target specified,Event,Oblast,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,,,,,,
OD 47,19-Nov-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,20-Nov-2009,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,21-Nov-2009,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,22-Nov-2009,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,23-Nov-2009,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,24-Nov-2009,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,25-Nov-2009,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,26-Nov-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,"
",,,,
OD 47,27-Nov-2009,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,28-Nov-2009,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,29-Nov-2009,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,30-Nov-2009,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,1-Dec-2009,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,2-Dec-2009,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,3-Dec-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,4-Dec-2009,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,5-Dec-2009,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,6-Dec-2009,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,7-Dec-2009,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,8-Dec-2009,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,9-Dec-2009,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,10-Dec-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,11-Dec-2009,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,12-Dec-2009,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,13-Dec-2009,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,14-Dec-2009,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,15-Dec-2009,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,16-Dec-2009,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,17-Dec-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,18-Dec-2009,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,19-Dec-2009,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,20-Dec-2009,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,21-Dec-2009,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,22-Dec-2009,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Several families protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,4,0,0,0,N,,0,0,,,,,,
OD 47,23-Dec-2009,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,24-Dec-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,25-Dec-2009,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,26-Dec-2009,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,27-Dec-2009,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,28-Dec-2009,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,29-Dec-2009,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,30-Dec-2009,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,31-Dec-2009,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,1-Jan-2010,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,2-Jan-2010,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,3-Jan-2010,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,4-Jan-2010,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,5-Jan-2010,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,6-Jan-2010,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,7-Jan-2010,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,8-Jan-2010,Fri,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,9-Jan-2010,Sat,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,10-Jan-2010,Sun,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,11-Jan-2010,Mon,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,12-Jan-2010,Tue,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,13-Jan-2010,Wed,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,14-Jan-2010,Thu,tent camp,citizens,"""Odesselmash"" dormitory inhabitants  ",company,"""Odesselmash""",Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,"
"
OD 47,14-Jan-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,"
"
OD 47,15-Jan-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,16-Jan-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,17-Jan-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,18-Jan-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,19-Jan-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,20-Jan-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,21-Jan-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,22-Jan-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,23-Jan-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,24-Jan-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,25-Jan-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,26-Jan-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,27-Jan-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. Their protest has already lasted three and a half months.,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,28-Jan-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,29-Jan-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,30-Jan-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,31-Jan-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,1-Feb-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,2-Feb-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,3-Feb-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,4-Feb-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,5-Feb-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,6-Feb-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,7-Feb-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,8-Feb-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,9-Feb-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,10-Feb-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,11-Feb-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,12-Feb-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,13-Feb-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,14-Feb-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,15-Feb-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,16-Feb-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,17-Feb-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,18-Feb-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,19-Feb-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,20-Feb-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,21-Feb-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,22-Feb-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,23-Feb-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,24-Feb-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,25-Feb-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,26-Feb-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,27-Feb-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,28-Feb-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,1-Mar-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,2-Mar-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,3-Mar-2010,Wed,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,4-Mar-2010,Thu,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,5-Mar-2010,Fri,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,"
"
OD 47,6-Mar-2010,Sat,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,7-Mar-2010,Sun,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,8-Mar-2010,Mon,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
OD 47,9-Mar-2010,Tue,tent camp,citizens,Odesselmash dormitory inhabitants  ,company,Odesselmash,Two women protest against ouster by setting up a tent camp near the dormitory. ,Odesa,Odesa,dormitories,,,2,0,0,0,N,,0,0,,,,,,
