ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
KIEV12110510,11/5/2012,1,11/5/2012,Mon,negative response,blockade,state forces,,,SAI,,,,party,rightists,"United Opposition, Svoboda",Protesters from regions were allegedly blocked near Kiev by SAI in order not to let them to CVK.,CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,Y
KIEV12110511,11/5/2012,1,11/5/2012,Mon,protest,break in,,party,rightists,"United Opposition, Svoboda",,state forces,,,,Berkut,There were attempts to break through the Berkut lines.,CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,N
KIEV12110512,11/5/2012,1,11/5/2012,Mon,negative response,blockade,state forces,,,Berkut,,,,party,rightists,"United Opposition, Svoboda","Berkut allegedly blocked the square near CVK, disallowing people who wanted to join the protest to do so.",CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,Y
KIEV12110513,11/5/2012,1,11/5/2012,Mon,protest,tent camp,,party,rightists,"United Opposition, Svoboda",government,government,,,,CVK; government in power,Tents were seemingly installed again.,CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,N
LVIV12110501,11/5/2012,1,11/5/2012,Mon,protest,rally,,party,rightists,"United Opposition, Svoboda",,government,,,,Government in power,Protest against electoral fraud in Ukraine.,,Lviv,Lviv,,electoral,,,99,0,0,0,N,,0,0,N
CN12110601,11/6/2012,1,11/6/2012,Tue,protest,picket,teachers,,,sportschool,local authorities,education institution,,,,,Sportschool collective protests against its boss who makes it bancrupt.,,Chernihiv,Chernihiv,,land,sport,anti-boss,29,0,0,0,N,,0,0,N
CRIMEA12110601,11/6/2012,1,11/6/2012,Tue,protest,picket,veterans,NGO,,"Veteran organizations, NGOs, Russian Veche",local authorities,local authorities,,,,"Bakhchisaray rayon Rada and its head, Valentyna Krashkina",Picket in support of resignation of Valentyna Krashkina due to land frauds in the rayon.,CRIMEA12110601,Crimea,Bakhchisarai,,land,anti-government,public utilities,199,0,0,0,N,,0,0,N
CRIMEA12110602,11/6/2012,2,,Tue,protest,tent camp,veterans,NGO,,"Veteran organizations, NGOs, Russian Veche",local authorities,local authorities,,,,"Bakhchisaray rayon Rada and its head, Valentyna Krashkina",A tent camp was installed.,CRIMEA12110601,Crimea,Bakhchisarai,,land,anti-government,public utilities,,0,0,0,N,,0,0,N
DN12110601,11/6/2012,1,11/6/2012,Tue,protest,picket,students,party,,"Democratic Alliance , students of DonNU",education institution,,,,,DonNU,Students fought a right to invivte guests to their dormitories.,DN12110601,Donetsk,Donetsk,,civic liberties,,,11,0,0,0,N,,0,0,N
DN12110602,11/6/2012,1,11/6/2012,Tue,positive response,accede,education institution,,,DonNU,,,students,party,,"Democratic Alliance , students of DonNU",This initiative was successful.,DN12110601,Donetsk,Donetsk,,civic liberties,,,,0,0,0,N,0,0,0,N
KIEV12110601,11/6/2012,1,11/6/2012,Tue,negative response,blockade,state forces,,,Berkut,,,,party,rightists,"United Opposition, Svoboda","Berkut blocked a car with hot tea, not allowing the protesters to access it.",CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,N
KIEV12110602,11/6/2012,1,11/6/2012,Tue,negative response,attack,state forces,,,Berkut,,,,party,rightists,"United Opposition, Svoboda","Berkut allegedly attacked the protesters, trying to stop their action and take down their tents. Berkut denies",CVK pickets,Kyiv,Kyiv,morning,electoral,,,,0,0,0,N,,0,0,Y
KIEV12110603,11/6/2012,1,11/6/2012,Tue,protest,picket,,NGO,environmentalists,"Institute of Modern Ukrainian Problems, animal rights defenders",government,government,,,,Verkhovna Rada,Protest against the possible passing of a bill that would allow shooting of homeless animals in cities.,,Kyiv,Kyiv,,animal rights,,,31,0,0,0,N,,0,0,N
KIEV12110604,11/6/2012,1,11/6/2012,Tue,negative response,harass,state forces,,,Police,,,,party,rightists,"United Opposition, Svoboda",There was an attempt to convict the protesters of dealing damage to a fountain nearby.,CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,N
KS12110601,11/6/2012,1,11/6/2012,Tue,protest,tent camp,,party,,"United opposition (Batkivshyna, Front Zmin)",,"local authorities, party",,,,"Party of Regions, regional electoral committee",They install tent camp near electoral committee #184.,KS12103001,Kherson,Nova Kakhovka,,electoral,officials' illegal actions,,,0,0,0,N,,0,0,N
LG12110601,11/6/2012,1,11/6/2012,Tue,protest,arson,unknown,,,,,"journalists, party",,,,pro-communist newspaper 'Our Choice' editor-in-chief,"Unknown people burnt a car of A.Zavialov, pro-communist newspaper 'Our Choice' editor-in-chief",,Luhansk,Luhansk,,anti-Communism,electoral,,,0,0,0,Y,0,0,0,Y
MK12110601,11/6/2012,1,11/6/2012,Tue,protest,rally,,party,,"United Opposition, citizens of Pervomaisk",local authorities,"government, law-enforcement",,,,"Pervomaisk mayor's office; government in power, Berkut",Protest against electoral fraud in Ukraine and Berkut's aggression during the Pervomaisk events.,OVK #132,Mykolaiv,Pervomaisk,,electoral,police abuse,,,0,0,0,N,,0,0,N
OD12110601,11/6/2012,2,11/8/2012,Tue,protest,tent camp,,party,,"Batkivshyna, European party of Ukraine",local authorities,local authorities,,,,local electoral committee,Supporters of two majoritarian pro-oppositional candidates started made a tent camp to get them elected (#134).,OD12110601,Odesa,Odesa,,electoral,pro-opposition,,202,0,0,0,N,,0,0,N
OD12110602,11/6/2012,2,11/8/2012,Tue,protest,hunger strike,,party,,Batkivshyna,local authorities,local authorities,,,,local electoral committee,They also massively went for hunger strike.,OD12110601,Odesa,Odesa,,electoral,pro-opposition,,202,0,0,0,N,,0,0,N
TE12110601,11/6/2012,1,11/6/2012,Tue,protest,blockade,neighborhood,,,villagers from Zaruddia,,local authorities,,,,"V.Bryniuk, village head","Villagers blocked a road, demanding dismissal of village head",,Ternopil,Ternopil-Kremenets highway,,anti-Bryniuk,officials' illegal actions,,,0,0,0,N,,0,0,N
UZ12110601,11/6/2012,1,11/6/2012,Tue,protest,symbolic,,NGO,environmentalists,"activists of ""Pomogi drugu"" (Help A Friend)","local authorities, communal enterprise","local authorities, communal enterprise",,,,Uzhgorod city council,Activists brought 3 dead dogs to Uzhgorod city council and demanded explanations from city council and public utility services.,,Uzhgorod,Uzhgorod,,animal rights,,,,0,0,0,N,,0,0,N
CK12110701,11/7/2012,1,11/7/2012,Wed,negative response,beating,state forces,,,Berkut,,,,party,rightists,"United opposition (Batkivshyna, Front Zmin), Udar, Svoboda","Berkut broke into regional electoral HQ, on their way they hit some of the protesters. police denies",CK12110101,Cherkasy,Kaniv,,electoral,pro-opposition,,,0,3,0,N,,0,0,Y
CK12110702,11/7/2012,1,11/7/2012,Wed,other repression,break in,state forces,,,Berkut,,,local authorities,,,,Berkut broke into regional electoral HQ and took away election protocols in Kaniv.,CK12110101,Cherkasy,Kaniv,,electoral,anti-opposition,,,0,0,0,N,,0,0,N
CK12110703,11/7/2012,1,11/7/2012,Wed,protest,picket,,party,,Batkivshyna,state forces,state forces,,,,Kaniv city police HQ,After the Berkut storm Batkivshyna came with picket to police.,CK12110101,Cherkasy,Kaniv,,electoral,police abuse,,29,0,0,0,N,,0,0,N
CRIMEA12110701,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,leftists,CPU,,government,,,,Government in power,"CPU rally celebrating anniversary of the Russian revolution. Protesters criticized capitalists and the current ""oligarch regime"".",,Crimea,Simferopol,,Soviet holiday,anticapitalism,anti-government,301,0,0,0,N,,0,0,N
CV12110701,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,leftists,CPU,,government,,,,CVK,In Chernivtsi October revolution day was used as an opportunity to remind about falsification in the course of electoral process,,Chernivtsi,Chernivtsi,,pro-Communism,electoral,,99,0,0,0,N,,0,0,N
DN12110701,11/7/2012,1,11/7/2012,Wed,protest,picket,"neighborhood, pensioners",,,people who were cut from heating for debts,"court, local authorities",court,,,,,Pensioners who were cut off heating picketed court.,,Donetsk,Donetsk,,public utilities,,,31,0,0,0,N,,0,0,N
DP12110701,11/7/2012,2,11/8/2012,Wed,protest,tent camp,,party,,"Batkivshchyna, civic activists",government,government,,,,Verkhovna Rada,Opposition parties announced an indefinite tent camp against falsifications at parliamentary elections. They demand to organize re-elections at 5 electoral districts or to recognize the victory of opposition candidates.,DP12110701,Dnipropetrovsk,Dnipropetrovsk,,electoral,pro-BYT,,49,0,0,0,N,,0,0,N
DP12110702,11/7/2012,1,11/7/2012,Wed,negative response,arrest,law-enforcement,,,police,,,,party,,activists of Batkivshchyna,Police arrested 2 participants of tent camp,DP12110701,Dnipropetrovsk,Dnipropetrovsk,,electoral,pro-BYT,,,2,0,0,N,,0,0,N
DP12110703,11/7/2012,1,11/7/2012,Wed,protest,demonstration/march,,party,leftists,CPU,government,"government, party",,,,"Verkhovna Rada, Cabinet of Ministers, Svoboda and neofascist organizations","Participants of the march critisized government, capitalist system, and UPA and rightist organizations.",,Dnipropetrovsk,Dnipropetrovsk,,Soviet holiday,OUN-UPA,anticapitalism,149,0,0,0,N,,0,0,N
KH12110701,11/7/2012,1,11/7/2012,Wed,protest,rally,,"NGO, party",leftists,"CPU, PSPU, All-Ukrainian Union of Workers, Lenin and Fatherland",,government,,,,,"Pensioners, who marched in Kharkiv, did not only try revive old memories, but also clained, that the way of October revolution should be followed nowadays by protecting workers rights",KH12110701,Kharkiv,Kharkiv,,Soviet holiday,welfare,,29,0,0,0,N,,0,0,N
KH12110702,11/7/2012,1,11/7/2012,Wed,protest,rally,citizens,,,,,,,party,leftists,CPU,"Students and intelligetsia gathered near the House of Word to commemoratem famous Ukrainians, shoot in Solovky 75 years ago.",KH12110701,Kharkiv,Kharkiv,,anti-Communism,,,39,0,0,0,N,,0,0,N
KIEV12110701,11/7/2012,1,11/7/2012,Wed,protest,disrupt,,party,,United Opposition,,local authorities,,,,OVK #216,"Illegal actions by people acting as OVK #216 representatives, who tried to declare re-counting of votes in some voting stations, were reportedly disrupted by the oppositioners.",,Kyiv,Kyiv,,electoral,,,,0,0,0,N,0,0,0,Y
KIEV12110703,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,leftists,CPU,,government,,,,Government in power,"Rally by CPU, seemingly with criticism towards the government in power.",KIEV12110703,Kyiv,Kyiv,,Soviet holiday,anticapitalism,anti-government,1001,0,0,0,N,,0,0,N
KIEV12110704,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,rightists,Svoboda,,,,party,leftists,CPU,Svoboda members gathered in the centre of Kiev in order not to allow CPU to conduct a march in the centre of Kiev.,KIEV12110703,Kyiv,Kyiv,,Soviet holiday,anti-Communism,,199,0,0,0,N,,0,0,N
KIEV12110705,11/7/2012,1,11/7/2012,Wed,protest,picket,workers,,,Workers of the National Museum of Art,government,art institution,,,,Ministry of Culture; National Museum of Art director,Protest under the Ministry of Culture against the National Museum of Art director Tetyana Myronova due to entries in her blog which criticize the museum workers and unprofessionalism.,KIEV12110702,Kyiv,Kyiv,,labor rights,,,25,0,0,0,N,,0,0,N
KIEV12110706,11/7/2012,1,11/7/2012,Wed,protest,symbolic,,NGO,,CUPR activist,,,,,,,CUPR activist stepped on a red flag to mud it with his shoes.,KIEV12110703,Kyiv,Kyiv,,anti-Communism,Soviet holiday,,1,0,0,0,Y,,0,0,N
KIEV12110707,11/7/2012,1,11/7/2012,Wed,negative response,disrupt,state forces,party,leftists,"Berkut, CPU",,,,NGO,,CUPR activist,Berkut and CPU activists took the flag from the activist.,KIEV12110703,Kyiv,Kyiv,,anti-Communism,Soviet holiday,,,0,0,0,N,,0,0,N
KIEV12110708,11/7/2012,1,11/7/2012,Wed,negative response,blockade,state forces,,,Berkut,,,,party,rightists,"United Opposition, Svoboda",Berkut did not allow the protesters to install bio closets on the square near CVK.,CVK pickets,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,N
KIEV12110709,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,rightists,Svoboda,"government, law-enforcement, local authorities",local authorities,,,,"President of Ukraine, GPU, Bila Tserkva city Rada; head of OVK #90",Protest against electoral fraud in Bila Tserkva with addresses to the local and central authorities to investigate on the case and punish those who are guilty.,,Kyiv,Bila Tserkva,,electoral,officials' illegal actions,,999,0,0,0,N,,0,0,N
KIEV12110711,11/7/2012,1,11/7/2012,Wed,protest,picket,,NGO,,Forum for Kyiv rescue,party,government,,,,Party of Regions; Verkhovna Rada,Protest against a law that would allow to kill animals in cities.,,Kyiv,Kyiv,,animal rights,,,,0,0,0,N,,0,0,N
KM12110701,11/7/2012,1,11/7/2012,Wed,negative response,preclude,local authorities,,,Khmelnytskyi city council,,,,party,leftists,CPU,"In Khmelnytskyi, march in celebration of October revolution was prescribed.",,Khmelnytskyi,Khmelnytskyi,,Soviet holiday,,,,0,0,0,N,0,0,0,N
KM12110702,11/7/2012,approximate,11/7/2012,Wed,other repression,harass,local authorities,,,heads of district administrations,,,workers,,,employees of civic sphere,Employees of civic sphere are being harassed for not voting for Party of Regions candidates.,,Khmelnytskyi,Khmelnytskyi,,electoral,,,,0,0,0,N,0,0,0,N
LG12110701,11/7/2012,1,11/7/2012,Wed,negative response,preclude,court,,,Luhansk district administrative court,,,,party,rightists,Svoboda,Court prohibited Svoboda's anti-communist torch-light procession,LG12110701,Luhansk,Luhansk,,anti-Communism,,,,0,0,0,N,0,0,0,N
LG12110702,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,leftists,CPU,,government,,,,,"During the October revolution commemoration party local 'communist' leader S.Kilinkarov demanded dismissal of Prystiuk, governor of Luhansk region.",LG12110701,Luhansk,Luhansk,,anti-Prystiuk,pro-Communism,,249,0,0,0,N,,0,0,N
LG12110703,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,rightists,Svoboda,,,,party,leftists,CPU,"Svoboda had an anti-communist rally instead of having torch-light procession. No idiots damaged, only flags.",LG12110701,Luhansk,Luhansk,,anti-Communism,,,19,0,0,0,N,,0,0,N
LVIV12110701,11/7/2012,2,,Wed,protest,blockade,neighborhood,,,Bryukhovychi settlement inhabitants,local authorities,"local authorities, company",,,,"Lviv oblast authorities, businessmen",Protest against building of houses on the forest grounds near Bryukhovychi by private companies. Settlement inhabitants blocked access of brigades who tried to mark the limits of the future construction sites.,,Lviv,Bryukhovychi settlement,,land,development projects,,,0,0,0,N,,0,0,N
MK12110701,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,leftists,CPU,,government,,,,Government in power,"CPU rally celebrating anniversary of the Russian revolution. Protesters criticized capitalists and the current ""oligarch regime"".",MK12110701,Mykolaiv,Mykolaiv,morning,Soviet holiday,anticapitalism,anti-government,99,0,0,0,N,,0,0,N
MK12110703,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,rightists,Svoboda,,,,party,leftists,CPU,Counter-protest by Svoboda against CPU.,MK12110701,Mykolaiv,Mykolaiv,morning,anti-Communism,,,12,0,0,0,N,,0,0,N
MK12110704,11/7/2012,1,11/7/2012,Wed,protest,rally,students,party,,"Party of Regions, students",,party,,,,United Opposition,"Rally by the Party of Regions celebrating its anniversary, with criticism towards the United Opposition.",,Mykolaiv,Mykolaiv,afternoon,pro-PR,anti-opposition,electoral,299,0,0,0,N,,0,0,N
MK12110705,11/7/2012,1,11/7/2012,Wed,protest,rally,students,"party, initiative group",,"United Opposition, Democratic Alliance, students, Anonymous",,"party, government, politician",,,,"Party of Regions, government in power, Kruglov",Criticism of the government in power and the Party of Regions for the unfair elections. Governor Kruglov was particularly criticized.,,Mykolaiv,Mykolaiv,afternoon,electoral,anti-government,,,0,0,0,N,,0,0,N
OD12110701,11/7/2012,1,11/7/2012,Wed,protest,demonstration/march,,initiative group,leftists,Left opposition,local authorities,local authorities,,,,city council,Left opposition mobilized against plans of public transportation costs.,,Odesa,Odesa,,public transportation,,,29,0,0,0,N,,0,0,N
VN12110701,11/7/2012,1,11/7/2012,Wed,protest,demonstration/march,,party,leftists,CPU,government,"government, party",,,,"Verkhovna Rada, Cabinet of Ministers, Svoboda and neofascist organizations",Communists marched in the centre of Vinnytsia in celebration of October revolution. They critisized the government for support of rightist and fascist parties.,,Vinnytsia,Vinnytsia,,Soviet holiday,anti-Svoboda,,199,0,0,0,N,,0,0,N
ZP12110701,11/7/2012,1,11/7/2012,Wed,protest,rally,,party,leftists,CPU,,"party, rightists",,,,"Svoboda, UNA-UNSO, Trident and other",CPU suggests to ban rightist parties and claims other suggestions from their party program.,,Zaporizhzhya,Zaporizhzhya,,anti-rightists,welfare,IMF,999,0,0,0,N,,0,0,N
ZP12110702,11/7/2012,1,11/7/2012,Wed,protest,graffiti,unknown,,,anti-Leninists,,,,,,,Unknown poured some paint onto Lenin monument.,,Zaporizhzhya,Melitopol,,anti-Communism,,,,0,0,0,Y,0,0,0,N
ZT12110702,11/7/2012,1,11/7/2012,Wed,protest,graffiti,unknown,,,unknown persons,,,,party,leftists,CPU,Unknowns have painted a swastika and written an obscene word on monument of Lenin in Zhytomyr.,,Zhytomyr,Zhytomyr,,anti-Communism,Soviet holiday,,,0,0,0,Y,0,0,0,N
IF12110801,11/8/2012,1,11/8/2012,Thu,protest,symbolic,students,,,Pedagogy institute students,,,,,,,Pedagogy institute students conducted a dancing flash-mob in support of Ukrainian language.,,Ivano-Frankivsk,Ivano-Frankivsk,,language,,,52,0,0,0,N,,0,0,Y
IF12110802,11/8/2012,1,11/8/2012,Thu,protest,picket,citizens,,,Prykarpattya housing company investors,local authorities,company,,,,Ivano-Frankivsk; Prykarpattya housing company,Protest against fraud by the housing company.,,Ivano-Frankivsk,Ivano-Frankivsk,,fraud,housing rights,,99,0,0,0,N,,0,0,N
LVIV12110801,11/8/2012,1,11/8/2012,Thu,protest,picket,"communal enterprise, workers",,,"Lviv Electric Transport Company, Green Lviv Company workers",local authorities,local authorities,,,,Lviv Treasury,Lviv Treasury was picketed by communal enterprise workers due to wage arrears.,,Lviv,Lviv,,wage arrears,,,,0,0,0,N,,0,0,N
OD12110801,11/8/2012,2,,Thu,protest,occupation,small business,trade union,,"market ''7th kilometer'', their supporters from other markets, trade union Unity",company,company,,,,market administration,Entrepreneurs of 7th kilometer occupy their land against raiders.,OD12110801,Odesa,Odesa,,small business rights,raiders,,199,0,0,0,N,,0,0,N
OD12110802,11/8/2012,1,11/8/2012,Thu,protest,rally,,party,rightists,Svoboda,,"ethnic minority, party",,,,Vietnameese and 'communist kids',Svoboda engaged into entrepreneurs occupation at 7th kilometer market with rather xenophobic rhetoric and promised to support Ukrainian entrepreneurs.,OD12110801,Odesa,Odesa,,small business rights,neofascism,,10,0,0,0,N,,0,0,N
OD12110803,11/8/2012,1,11/8/2012,Thu,negative response,destroy,company,,,market administration representatives,,,small business,,,market ''7th kilometer'',bulldozers came to destroy their trading places,OD12110801,Odesa,Odesa,,small business rights,,,,0,0,0,Y,,0,0,N
OD12110804,11/8/2012,1,11/8/2012,Thu,protest,blockade,small business,,,market ''7th kilometer'',,company,,,,market administration,Administration of market ''7th kilometer'' want too much money from the entrepreneurs. They threaten to take down their places. people blocked bulldozers,OD12110801,Odesa,Odesa,,small business rights,,,,0,0,0,N,,0,0,N
RV12110801,11/8/2012,1,11/8/2012,Thu,protest,blockade,citizens,,,investors of Zolota Pidkova apartments,local authorities,local authorities,,,,Rivne city council,"Investors of ""Zolota Pidkova"" apartments demand to finish the construction of their house.",Zolota Pidkova,Rivne,Rivne,,housing rights,development projects,,,0,0,0,N,,0,0,N
TE12110801,11/8/2012,1,11/8/2012,Thu,protest,picket,workers,trade union,,trade union of communal workers,local authorities,local authorities,,,,Main Department of State Treasury in Ternopil,Workers of utility services picketed treasury because of wage arrears,"TE12110801, Communal workers wage arrears (Ternopil)",Ternopil,Ternopil,,wage arrears,,,1001,0,0,0,N,,0,0,N
TE12110802,11/8/2012,1,11/8/2012,Thu,positive response,accede,local authorities,,,State Treasury,,,workers,trade union,,trade union of communal workers,Treasury paid back the wage debt. Partly.,"TE12110801, Communal workers wage arrears (Ternopil)",Ternopil,Ternopil,,wage arrears,,,,0,0,0,N,0,0,0,N
CK12110901,11/9/2012,2,,Fri,protest,strike,workers,,,road workers,state enterprise,state enterprise,,,,regional road management,Workers of local road management station strike because of wage arrears.,,Cherkasy,Chervona Sloboda village,,wage arrears,,,29,0,0,0,N,,0,0,N
DN12110901,11/9/2012,1,11/9/2012,Fri,positive response,accede,company,,,Azovsteel,,,,"initiative group, NGO",,"Council of NGOs of Mariupol (RGOM) concerned citizens (that must have been some parties or even enterprises, but that is unknown for sure from the message yet)",Azovsteel decided to stop some works for a month and check the exhaust systems.,DN12110501,Donetsk,Mariupol,,environment,anti-Akhmetov,,,0,0,0,N,0,0,0,N
IF12110904,11/9/2012,2,11/23/2012,Fri,other repression,harass,,party,rightists,"Bat'kivschyna, Svoboda, Front Zmin, NRU local heads",,,local authorities,,,Kosiv rayon Rada,"Kosiv rayon Rada MPs were allegedly harassed into voting for resignation of Party of Regions representative Andriy Klub, current head of the Rada.",,Ivano-Frankivsk,Kosiv,,anti-PR,,,,0,0,0,N,0,0,0,Y
KIEV12110901,11/9/2012,1,11/9/2012,Fri,protest,picket,,NGO,,Common Cause,government,government,,,,Presidential Administration; government in power,Protest against the electoral fraud near the Presidential Administration.,KIEV12110901,Kyiv,Kyiv,,electoral,,,125,0,0,0,N,,0,0,N
KIEV12110902,11/9/2012,1,11/9/2012,Fri,negative response,blockade,state forces,,,Police forces,,,,NGO,,Common Cause,Protesters were not allowed to picket too close to the entrance of the Administration.,KIEV12110901,Kyiv,Kyiv,,electoral,,,,0,0,0,N,,0,0,N
LVIV12110901,11/9/2012,1,11/9/2012,Fri,protest,demonstration/march,,initiative group,rightists,Autonomous Resistance,,"government, law-enforcement",,,,Government in power,"Commemoration of Nestor Makhno with criticism towards the repressive regime in power, precisely on its actions against the Pavlichenko family. There was also criticism towards the policemen.",LVIV12110901,Lviv,Lviv,,anti-government,police abuse,anticapitalism,10,0,0,0,N,,0,0,N
LVIV12110902,11/9/2012,1,11/9/2012,Fri,protest,blockade,,initiative group,rightists,Autonomous Resistance,,"government, law-enforcement",,,,Government in power,"During their march, protesters blocked a road in Lviv.",LVIV12110901,Lviv,Lviv,,anti-government,police abuse,anticapitalism,10,0,0,0,N,,0,0,N
OD12110901,11/9/2012,1,11/9/2012,Fri,negative response,confrontation,state forces,,,police,,,small business,,,market ''7th kilometer'',Police forced off the entrepreneurs who tried to protect their area.,OD12110801,Odesa,Odesa,,small business rights,,,,0,2,0,N,,0,0,N
OD12110902,11/9/2012,1,11/9/2012,Fri,protest,rally,citizens,,,army man Stogniy,government,,,,,President,"Ex-army man A.Stogniy stood with a banner explaining his problem. He was deprived of housing, he adresses the President.",,Odesa,Odesa,,housing rights,,,1,0,0,0,N,,0,0,N
OD12110903,11/9/2012,1,11/9/2012,Fri,protest,rally,ethnic minority,NGO,,"Syrian diaspora, ""Assalam""","IGO, foreign country",foreign country,,,,Syria,Syrian diaspora gathered at Dumskaya square and called for peace in Syria.,,Odesa,Odesa,,civic liberties,,,31,0,0,0,N,,0,0,N
CK12111001,11/10/2012,1,11/10/2012,Sat,protest,rally,,party,,"United opposition (Batkivshyna, Front Zmin)",,local authorities,,,,electoral committee #194 and #197,Opposition demanded resigning of governor Tulub and electoral committee authorities.,,Cherkasy,Cherkasy,,anti-Tulub,electoral,anti-local authorities,299,0,0,0,N,,0,0,N
OD12111001,11/10/2012,approximate,11/10/2012,Sat,negative response,preclude,court,,,Primorsky court of Odesa,,,small business,,,7-th kilometer market entrepreneurs and others,Court prohibited any protest action at 7-km market.,,Odesa,Odesa,,small business rights,,,,0,0,0,N,0,0,0,N
RV12111001,11/10/2012,1,11/10/2012,Sat,protest,blockade,neighborhood,,,inhabitants of Krupets village,local authorities,local authorities,,,,Krupets local authorities,"Inhabitants of Krupets protested after the 10th death on the road that goes through their village. They demand due infrastructure on the highway Kyiv-Chop, e.g. sufficient light sources and traffic lights.",,Rivne,Krupets village,,traffic regulation,,,,0,0,0,N,,0,0,N
RV12111002,11/10/2012,1,11/10/2012,Sat,positive response,accede,law-enforcement,,,prosecutor's office of Rivne region,,,neighborhood,,,inhabitants of Krupets,Prosecutor's office recognized the demands of villagers and demanded from local authorities to deal with the problem on Kyiv-Chop highway.,,Rivne,Krupets village,,traffic regulation,,,,0,0,0,N,0,0,0,N
ZP12111001,11/10/2012,1,11/10/2012,Sat,protest,symbolic,art institution,,,orchestra,court,law-enforcement,,,,Shevchenkivsky vic court of Zaporizhzhya,Musicians picketed court supporting their colleague accused of murder.,,Zaporizhzhya,Zaporizhzhya,,police abuse,,,,0,0,0,N,,0,0,N
ZP12111002,11/10/2012,2,,Sat,protest,strike,workers,,,builders of bridge,company,company,,,,hiring company,Builders of bridge across Dnepre in Zaporizhzhya strike.,,Zaporizhzhya,Zaporizhzhya,,wage arrears,,,29,0,0,0,N,,0,0,N
CN12111101,11/11/2012,1,11/11/2012,Sun,protest,arson,unknown,,,CPU haters,,party,,,,CPU,CPU claims a molotov was thrown at their office but it bounced off.,,Chernihiv,Chernihiv,,anti-CPU,,,,0,0,0,Y,0,0,0,Y
KIEV12111101,11/11/2012,approximate,11/18/2012,Sun,protest,attack,,initiative group,,De Facto,,foreign citizens,,,,Sex tourists,"As a protest against foreign sex tourists, young people from group De Facto have captured a Turk who wanted to find a Ukrainian prostitute, carried him to a road near Kiev and beaten him. people doubt it was real, not performed",,Kyiv,Kyiv,,women's rights,,,,0,0,0,N,0,0,0,Y
LVIV12111101,11/11/2012,approximate,11/12/2012,Sun,protest,picket,workers,,,Morshyn mineral water factory (IDS Group) workers,"local authorities, law-enforcement","law-enforcement, court",,,,"Courts, tax police",Protest against actions of courts and tax police that block the activity of factories and do not allow them to work properly. These actions were rated by the protesters as raidership. This picket was held in Truskavets and Morshyn simultaneously.,Mirgorod and Morshyn,Lviv,Morshyn,,pro-boss,labor rights,raiders,,0,0,0,N,,0,0,N
LVIV12111102,11/11/2012,approximate,11/12/2012,Sun,protest,picket,workers,,,Truskavets mineral water factory (IDS Group) workers,"local authorities, law-enforcement","law-enforcement, court",,,,"Courts, tax police",Protest against actions of courts and tax police that block the activity of factories and do not allow them to work properly. These actions were rated by the protesters as raidership. This picket was held in Truskavets and Morshyn simultaneously.,Mirgorod and Morshyn,Lviv,Truskavets,,pro-boss,labor rights,raiders,,0,0,0,N,,0,0,N
OD12111101,11/11/2012,1,11/11/2012,Sun,protest,rally,,NGO,environmentalists,"animal rights activists, ""Time of changes""",,,,,,,Animal rights activists called people not to buy fur.,,Odesa,Odesa,,animal rights,,,9,0,0,0,N,,0,0,N
CRIMEA12111202,11/12/2012,1,11/12/2012,Mon,protest,attack,neighborhood,,,Citizen of Balaklava,,religious institution,,,,Imam of Kirovskoe,"Imam of Kirovskoe was beaten by his neighbour after a conflict, which seemingly started without social reasons. However, it is said that the neighbour actually had strong religious views which contradict those of the imam, and it is suggested this could have been an actual motivation.",,Crimea,Kirovske urban settlement,,religious rights,,,,0,0,0,N,0,0,0,Y
DP12111201,11/12/2012,1,11/12/2012,Mon,negative response,arrest,law-enforcement,,,police,,,citizens,,,the man who painted a Holocaust monument with graffiti,Police has arrested the man who painted swastikas and obscene words on a Holocaust monument in June of 2012.,,Dnipropetrovsk,Novomoskovsk,,antisemitism,,,,1,0,0,N,,0,0,N
