,ID,Event start date,One day?,Event end date,Day of the week,x,y,month,Location String,coordinates,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
5285,PL13092502,2013-09-25,approximate,2013-09-25,Wed,34.5507948,49.5897423,57,"Poltava, Poltava",POINT (34.5507948 49.5897423),negative response,criminal case,law-enforcement,,,police,,,unknown,,,unknown arsoners,"police, of course, opened criminal case against this dubious protest",PL13092501,,Poltava,Poltava,,anti-BYT,,,,,0.0,0.0,0,N,0.0,0.0,0,Y
5286,PL13092701,2013-09-27,1,2013-09-27,Fri,34.5507948,49.5897423,57,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,pensioners,party,rightists,"Svoboda, Udar",local authorities,local authorities,,,,"city council, mayor Mamai",Mainly pensioners and Svoboda and Udar picketed Poltava city council for lower public utilities tariffs.,PL13092701,,Poltava,Poltava,,public utilities,price increase,anti-mayor,,731.0,0.0,0.0,0,N,39.0,0.0,0,N
5287,PL13092702,2013-09-27,1,2013-09-27,Fri,34.5507948,49.5897423,57,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,blockade,pensioners,party,rightists,"Svoboda, Udar",local authorities,local authorities,,,,city council,During picket PL13092701 they actually blocked the road on purpose.,PL13092701,,Poltava,Poltava,,public utilities,price increase,anti-mayor,,731.0,0.0,0.0,0,N,,0.0,0,N
5288,PL13092703,2013-09-27,1,2013-09-27,Fri,34.5507948,49.5897423,57,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,break in,pensioners,party,rightists,"Svoboda, Udar",local authorities,local authorities,,,,city council,PL13092701 grew into successful storming into city council. they broke some doors and windows,PL13092701,,Poltava,Poltava,11:20:00,public utilities,price increase,anti-mayor,,115.0,0.0,0.0,0,Y,39.0,0.0,0,N
5289,PL13092704,2013-09-27,1,2013-09-27,Fri,34.5507948,49.5897423,57,"Poltava, Poltava",POINT (34.5507948 49.5897423),positive response,accede,local authorities,,,mayor Mamai,,,pensioners,party,rightists,"Svoboda, Udar",Mayor of Poltava O.Mamai paused action of high tariffs and promised to reconsider the tariff policy in the shortest terms. UPD: on an extra session of city council the next day it actually happened.,PL13092701,,Poltava,Poltava,,public utilities,price increase,,,,0.0,0.0,0,N,0.0,0.0,0,N
5290,PL13092901,2013-09-29,1,2013-09-29,Sun,34.5507948,49.5897423,57,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,symbolic,football fans,"party, NGO",rightists,"fans, ""Student Svoboda"", ""Sokil""",,NGO,,,,FIFA,Rightist football fans protested against FIFA disciplinary decision against Ukraine because of fan sector activity.,,,Poltava,Poltava,,sport,Ukrainian nationalism,,,,0.0,0.0,0,N,,0.0,0,N
5291,PL13100501,2013-10-05,approximate,2013-10-05,Sat,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,graffiti,,,rightists,xenophobs,,ethnic minority,,,,"representatives of different races and Jews, Christians",Some hate speech was found on Poltava walls. they also protested against Christianity for paganism,,,Poltava,Poltava,,antisemitism,neofascism,religious rights,,,0.0,0.0,0,Y,0.0,0.0,0,N
5292,PL13100601,2013-10-06,1,2013-10-06,Sun,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),other repression,arson,unknown,,,unknown,,,,party,,Udar,"In Poltava car of local deputy Lebedyk, one of organizers of recent Poltava city council storming, was set on fire.",,,Poltava,Poltava,,anti-UDAR,,,,,0.0,0.0,0,Y,0.0,0.0,0,N
5293,PL13100901,2013-10-09,1,2013-10-09,Wed,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,,party,leftists,CPU,local authorities,"rightists, party",,,,city council; Svoboda,CPU street support stood for city council to vote for Komsomol anniversary celebration and shouted against Svoboda.,PL13100901,,Poltava,Poltava,,pro-Communism,anti-Svoboda,,,29.0,0.0,0.0,0,N,39.0,0.0,0,N
5294,PL13100902,2013-10-09,1,2013-10-09,Wed,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,,party,rightists,Svoboda,local authorities,"leftists, local authorities, party",,,,"CPU, city council","Svoboda picketed city council, which had decided to celebrate Komsomol anniversary .",PL13100901,,Poltava,Poltava,10:15:00,anti-Communism,anti-CPU,,,39.0,0.0,0.0,0,N,39.0,0.0,0,N
5295,PL13100903,2013-10-09,1,2013-10-09,Wed,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,symbolic,,party,rightists,Svoboda,,"leftists, party",,,,CPU,Svoboda at PL13100901 burned red flags.,PL13100901,,Poltava,Poltava,,anti-Communism,anti-CPU,,,39.0,0.0,0.0,0,N,39.0,0.0,0,N
5296,PL13101101,2013-10-11,1,2013-10-11,Fri,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,destroy,neighborhood,party,rightists,"Dublyanshyna vic. neighborhood, Svoboda, Udar",,company,,,,developers,Dublyanshyna vic. neighborhood in Poltava and oppositional deputies took down fence of petrol station construction.,,,Poltava,Poltava,,development projects,environment,,,31.0,0.0,0.0,0,Y,,0.0,0,N
5297,PL13101201,2013-10-12,1,2013-10-12,Sat,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,neighborhood,party,,"opposition parties, some local people of Oktyabrska street",local authorities,"local authorities, company",,,,"mayor, developers",In Poltava people from October str. and oppositional parties deputies picketed developers company aligned with mayor.,,,Poltava,Poltava,,land,development projects,anti-mayor,,31.0,0.0,0.0,0,N,,0.0,0,N
5298,PL13101301,2013-10-13,1,2013-10-13,Sun,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,demonstration/march,,party,rightists,Svoboda,government,,,,,,Svoboda in Poltava marched for UPA recognition.,,,Poltava,Poltava,16:00:00,OUN-UPA,Ukrainian nationalism,,,31.0,0.0,0.0,0,N,,0.0,0,N
5299,PL13101501,2013-10-15,1,2013-10-15,Tue,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,"car owners, neighborhood",,,Vavilova str. garage owners,law-enforcement,"law-enforcement, company",,,,prosecutors; business of some prosecutor-boss,In Poltava garage owners picketed prosecutors office because some of prosecutor-bosses brutally occupies their land for construction.,,,Poltava,Poltava,,land,development projects,,,9.0,0.0,0.0,0,N,,0.0,0,N
5300,PL13102101,2013-10-21,1,2013-10-21,Mon,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,journalists,NGO,,"concerned journalists, probably oppositional activists, Citizens control and help",court,local authorities,,,,Poltava appellate court,"Concerned citizens and journalists in Poltava mobilized to protect local oppositional TV-channel ""Visyt"" against raiders.",,,Poltava,Poltava,,raiders,freedom of speech,,,16.0,0.0,0.0,0,N,,0.0,0,N
5301,PL13102801,2013-10-28,1,2013-10-28,Mon,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,"parents, neighborhood",party,rightists,"Svoboda, people fro, Chervonyi Shlyakh",local authorities,local authorities,,,,city council,Parents of school children from Chervony Shlyakh settlement - vicinity of Poltava supported by Svoboda (without symbols) picketed city council for roads repair and functioning of school.,PL13090101,,Poltava,Poltava,,public utilities,education,,,29.0,0.0,0.0,0,N,,0.0,0,N
5302,PL13102802,2013-10-28,1,2013-10-28,Mon,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,break in,"parents, neighborhood",party,rightists,"Svoboda, people fro, Chervonyi Shlyakh",local authorities,local authorities,,,,city council,they tried to enter the city council,PL13090101,,Poltava,Poltava,,public utilities,education,,,29.0,0.0,0.0,0,N,,0.0,0,N
5303,PL13102803,2013-10-28,1,2013-10-28,Mon,34.5507948,49.5897423,58,"Poltava, Poltava",POINT (34.5507948 49.5897423),negative response,blockade,"local authorities, state forces",,,"police, city council",,,"neighborhood, parents",party,rightists,"Svoboda, people fro, Chervonyi Shlyakh",entrance was blocked,PL13090101,,Poltava,Poltava,,public utilities,education,,,,0.0,0.0,0,N,,0.0,0,N
5304,PL13110101,11/1/2013,1,11/1/2013,Fri,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),other repression,arson,unknown,,,pro-authorities forces,,,,"party, NGO",rightists,"Svoboda, some anicorruption NGO","In Kremenchuk car of Svoboda member, leader of local anticorruption NGO was burned.",,,Poltava,Kremenchuk,,corruption,anti-Svoboda,,,,0.0,0.0,0,Y,,0.0,0,N
5305,PL13110102,11/1/2013,1,11/1/2013,Fri,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,blockade,taxi drivers,,,taxi drivers,law-enforcement,law-enforcement,,,,"police, prosecution","Taxi drivers in Kremenchuk, Poltava region, blocked road demanding justice and fair prosecution of those who assaulted their colleague.",,,Poltava,Kremenchuk,13:00:00,police non-feasance,,,,,0.0,0.0,0,N,,0.0,0,N
5306,PL13110701,11/7/2013,1,11/7/2013,Thu,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,demonstration/march,,party,leftists,CPU,government,government,,,,government,CPU marched in Poltava on day of October revolution.,PL13110701,,Poltava,Poltava,,anticapitalism,pro-Communism,Russia Customs Union,,151.0,0.0,0.0,0,N,,0.0,0,N
5307,PL13110702,11/7/2013,1,11/7/2013,Thu,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,,party,rightists,Svoboda,,"leftists, party",,,,CPU,"Svoboda counter-shouted CPU march in Poltava, 7-th of November march of October revolution.",PL13110701,,Poltava,Poltava,,anti-Communism,Ukrainian nationalism,anti-CPU,,31.0,0.0,0.0,0,N,,0.0,0,N
5308,PL13111901,11/19/2013,1,11/19/2013,Tue,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,graffiti,unknown,,,Unknown,,government,,,,"Yanukovych
","The image of the face which resembles V.Yanukovych's one appeared on the street of Kremenchuk. There is a red spot on the forehead. 
",PL13111901,,Poltava,Kremenchuk,,anti-Yanukovych,,,,,0.0,0.0,0,Y,0.0,0.0,0,N
5309,PL13111902,11/19/2013,1,11/19/2013,Tue,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),negative response,criminal case,law-enforcement,,,police,,,unknown,,,unknown,criminal case was opened in relation to graffiti ,PL13111901,,Poltava,Kremenchuk,,anti-Yanukovych,,,,,0.0,0.0,0,N,0.0,0.0,0,N
5310,PL13111903,11/19/2013,1,11/19/2013,Tue,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,,party,rightists,Svoboda ,court,court,,,,Court of Poltava ,Activists protested against illegal actions of judge. They claimed that there were no clear evidences of S.Bondar's ( was accused in vandalism) guilt.,,,Poltava,Poltava,,officials' illegal actions,police abuse,,,,0.0,0.0,0,N,,0.0,0,N
5311,PL13112101,11/21/2013,approximate,11/21/2013,Thu,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),negative response,search,law-enforcement,,,Police,,,,party,rightists,Svoboda ,Flats of 2 Svoboda activists were searched because of graffiti of V.Yanulovych with red spot on the forehead(PL13111901).,PL13111901,,Poltava,Kremenchuk,,anti-Yanukovych,,,,,0.0,0.0,0,N,,0.0,0,N
5312,PL13112102,11/21/2013,approximate,11/21/2013,Thu,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),negative response,interrogation,law-enforcement,,,Police ,,,,party,rightists,Svoboda ,Two activists of Svoboda were summoned for  questioning because of graffiti of V.Yanulovych with red spot on the forehead(PL13111901). Also the search was conducted in their flats (PL13112101).,PL13111901,,Poltava,Kremenchuk,,anti-Yanukovych,,,,,0.0,0.0,0,N,,0.0,0,N
5313,PL13112201,11/22/2013,1,11/22/2013,Fri,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,rally,,"party, NGO",rightists,"Pro-EU protesters, Udar, Svoboda, Batkivshyna, some NGOs,",local authorities,government,,,,"Poltava ODA, Verkhovna Rada, V. Yanukovych, Cabinet of Ministers",Rally in support of EU-Ukraine association and against Russia customs union. ,Euromaidan,,Poltava,Poltava,,EU,Russia Customs Union,,,199.0,0.0,0.0,0,N,31.0,0.0,0,N
5314,PL13112202,11/22/2013,1,11/22/2013,Fri,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),negative response,search,law-enforcement,,,SBU,,,,party,rightists,Members of Svoboda (A. Kurpa and Y.Jogan) ,Accommodations of A.Kurpa and Y.Jogan were searched by SBU. They are suspected of drawing  image of the V.Yanukovych's face with  red spot on the forehead (PL13111901). ,PL13111901,,Poltava,Kremenchuk,19:00:00,anti-Yanukovych,,,,,0.0,0.0,0,N,4.0,0.0,0,N
5315,PL13112301,11/23/2013,1,11/23/2013,Sat,33.9950534,50.3701299,59,"Poltava, Hadiach",POINT (33.9950534 50.3701299),protest,symbolic,citizens,,,Local dwellers ,,,,,,,"Local dwellers  laid a wreath ""To the Executioner of Ukrainians - to Lenin"" on the monument to Lenin. ",,,Poltava,Hadiach,,anti-Communism,,,,8.0,0.0,0.0,0,N,,0.0,0,N
5316,PL13112302,11/23/2013,1,11/23/2013,Sat,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),negative response,preclude,court,,,Court,,,citizens,,,Local dwellers ,Court prohibited events which involve a lot of people on 24.11.13. ,Euromaidan,,Poltava,Kremenchuk,,EU,,,,,0.0,0.0,0,N,0.0,0.0,0,N
5317,PL13112401,11/24/2013,1,11/24/2013,Sun,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,demonstration/march,neighborhood,NGO,,"Local dwellers (Pro-EU protesters), ""Change"" (Zlam)",local authorities,government,,,,"Poltava ODA, city council, Verkhovna Rada, V. Yanukovych, Cabinet of Ministers",Demonstration in support of EU-Ukraine association and against Russia customs union.,Euromaidan,,Poltava,Poltava,,EU,Russia Customs Union,Ukrainian nationalism,,251.0,0.0,0.0,0,N,18.0,0.0,0,N
5318,PL13112403,11/24/2013,1,11/24/2013,Sun,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,rally,,"party, NGO",rightists,"Pro-EU protesters, some parties (including Svoboda), European Club",government,government,,,,Government ,Pro-EU protesters organized rally in support of EU-Ukraine association and against Customs Union. ,Euromaidan,,Poltava,Kremenchuk,,EU,anti-Azarov,,,351.0,0.0,0.0,0,N,,0.0,0,N
5319,PL13112404,11/24/2013,1,11/24/2013,Sun,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),negative response,protocol,state forces,,,Police,,,,"party, NGO",rightists,"Pro-EU protesters, parties (incl. Svoboda), European Club",Police drew a protocol against pro-EU protesters who organized rally (PL13112403) despite court  prohibition (PL13112402).,Euromaidan,,Poltava,Kremenchuk,,EU,anti-Azarov,,,,0.0,0.0,0,N,,0.0,0,N
5320,PL13112501,11/25/2013,2,11/30/2013,Mon,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,rally,,"party, NGO",,"Local dwellers, Change of stereotypes (Zlam stereotupiv), opposition politicians",local authorities,"state forces, government",,,,"Poltava ODA,Verkhovna Rada, V. Yanukovych, Cabinet of Ministers, Berkut",Rally (from 100 to 500 protesters) in support of EU-Ukraine association and against Russia customs union.,Euromaidan,,Poltava,Poltava,,EU,anti-government,,,301.0,0.0,0.0,0,N,15.0,0.0,0,N
5321,PL13112601,11/26/2013,1,11/26/2013,Tue,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,rally,citizens,,,K.Tytynnuk,"local authorities, government",LGBT,,,,"Poltava ODA, Verkhovna Rada, LGBT",K.Tytynnuk protested against same-sex marriages and Ukraine-EU agreement (if it presupposes same-sex marriages).,Euromaidan,,Poltava,Poltava,,EU,anti-LGBT,,,1.0,0.0,0.0,0,N,,0.0,0,N
5322,PL13112701,11/27/2013,1,11/27/2013,Wed,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,strike,students,,,Poltava V.G. Korolenko National Pedagogical University,,government,,,,government,part of the students striked for EU integration,Euromaidan,,Poltava,Poltava,,EU,,,,,0.0,0.0,0,N,,0.0,0,N
5323,PL13112702,11/27/2013,1,11/27/2013,Wed,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,rally,students,,,Poltava V.G. Korolenko National Pedagogical University,education institution,government,,,,"Students of Poltava V.G. Korolenko National Pedagogical University, Verkhovna Rada, V. Yanukovych, Cabinet of Ministers",Students protested  in support of EU-Ukraine association. They also called other students to take part in rally. ,Euromaidan,,Poltava,Poltava,12:00:00,EU,,,,149.0,0.0,0.0,0,N,,0.0,0,N
5324,PL13112703,11/27/2013,1,11/27/2013,Wed,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),negative response,disrupt,state forces,,,police,,,students,,,striking students,it was reported that students' action was disrupted by police,Euromaidan,,Poltava,Poltava,,EU,,,,,0.0,0.0,0,N,,0.0,0,N
5325,PL13112801,11/28/2013,1,11/28/2013,Thu,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,demonstration/march,neighborhood,,,Local dwellers ,,government,,,,"Verkhovna Rada, V. Yanukovych, Cabinet of Ministers",Local dwellers organized demonstration in support of EU-Ukraine association. ,Euromaidan,,Poltava,Poltava,18:00:00,EU,,,,99.0,0.0,0.0,0,N,3.0,0.0,0,N
5326,PL13112802,11/28/2013,1,11/28/2013,Thu,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,rally,company,trade union,,Kriukivskyi van-building plant,government,,,,,government,they supported government's decision to stop EU integration and demanded Custom Union instead,Anti-Euromaidan,,Poltava,Kremenchuk,,EU,Russia Customs Union,pro-government,,,0.0,0.0,0,N,,0.0,0,N
5327,PL13112803,11/28/2013,1,11/28/2013,Thu,33.403516,49.0629553,59,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,symbolic,students,,,local youth,government,,,,,governmetn,they had symbolic event in support of EU integration,Euromaidan,,Poltava,Kremenchuk,,EU,,,,,0.0,0.0,0,N,,0.0,0,N
5328,PL13112901,11/29/2013,1,11/29/2013,Fri,34.5507948,49.5897423,59,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,rally,students,NGO,,"Students, Change of stereotypes (Zlam stereotupiv)",,government,,,,"Verkhovna Rada, V. Yanukovych, Cabinet of Ministers",Students organized rally in support of Ukraine-EU association. ,Euromaidan,,Poltava,Poltava,,EU,,,,19.0,0.0,0.0,0,N,,0.0,0,N
5329,PL13112902,11/29/2013,1,11/29/2013,Fri,34.4042948,49.3275821,59,"Poltava, Novi Sanzhari village ",POINT (34.4042948 49.3275821),protest,symbolic,local authorities,,,A. Reka (Head of the village) ,,,,,,,The flag of EU was hoisted in Novi Sanzhari as a symbol of EU-Ukraine agreement support. ,,,Poltava,Novi Sanzhari village ,,EU,,,,1.0,0.0,0.0,0,N,,0.0,0,N
5330,PL13120101,12/1/2013,2,12/11/2013,Sun,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,rally,"teachers, students","initiative group, NGO",,"citizens, NGO ""Change (Zlam) of Stereotypes"", some Cossacs, Space of Freedom",local authorities,"state forces, government",,,,"Berkut, government, Regional council",they protested against violent events on Euromaidan in Kyiv on 30th of November. reported numbers - from 100 to 2000,Euromaidan,,Poltava,Poltava,,police abuse,EU,anti-government,,1051.0,0.0,0.0,0,N,11.0,0.0,0,N
5331,PL13120102,12/1/2013,1,12/1/2013,Sun,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,demonstration/march,citizens,,,pro-EU protesters,law-enforcement,"state forces, government",,,,"governemtn, Berkut, local police central office",they demanded police head to condemn actions of state forces in Kyiv on 30th of November,Euromaidan,,Poltava,Poltava,,police abuse,,,,,0.0,0.0,0,N,,0.0,0,N
5332,PL13120103,12/1/2013,2,12/3/2013,Sun,33.403516,49.0629553,60,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,rally,,party,,pro-EU citizens.  some politicians (BYT),,"state forces, government",,,,"government, Berkut",they protested in reaction to violent events on 30th of November in Kyiv,Euromaidan,,Poltava,Kremenchuk,,police abuse,EU,anti-government,,999.0,0.0,0.0,0,N,,0.0,0,N
5333,PL13120201,12/2/2013,2,,Mon,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,strike,students,,,local students,,government,,,,government ,looked like some students started strike in support of Euromaidan,Euromaidan,,Poltava,Poltava,,police abuse,EU,anti-government,,,0.0,0.0,0,N,,0.0,0,N
5334,PL13120202,12/2/2013,1,12/2/2013,Mon,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,students,,,students,local authorities,government,,,,"city council, government","they protested for EU, against government and demanded not to vote for the state of emergency",Euromaidan,,Poltava,Poltava,,civic liberties,EU,anti-government,,79.0,0.0,0.0,0,N,,0.0,0,N
5335,PL13120203,12/2/2013,1,12/2/2013,Mon,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,students,,,students,local authorities,government,,,,"regional council, government","they picketed regional council, demanding EU integration and resignation of government. demanding not to vote for the state of emergency",Euromaidan,,Poltava,Poltava,,civic liberties,EU,anti-government,,301.0,0.0,0.0,0,N,,0.0,0,N
5336,PL13120204,12/2/2013,1,12/2/2013,Mon,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),positive response,support,local authorities,,,regional council,,,students,,,pro-EU protesters,"they voted to ask for EU integration and against power abuse by state forces, but not for government resignation ",Euromaidan,,Poltava,Poltava,,police abuse,EU,,,,0.0,0.0,0,N,0.0,0.0,0,N
5337,PL13120401,12/4/2013,2,12/11/2013,Wed,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,tent camp,,initiative group,,Space of Freedom,,government,,,,governmetn,Euromaidan installed a tent,Euromaidan,,Poltava,Poltava,14:30:00,police abuse,EU,anti-government,,,0.0,0.0,0,N,,0.0,0,N
5338,PL13120601,12/6/2013,1,12/6/2013,Fri,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,resign,law-enforcement,,,police officer Valentyn Arteniev,,"state forces, government",,,,"government, Berkut","Police officer resigned, protesting against police abuse and supporting Euromaidan demands",Euromaidan,,Poltava,Poltava,,police abuse,EU,anti-government,,1.0,0.0,0.0,0,N,0.0,0.0,0,N
5339,PL13120602,12/6/2013,1,12/6/2013,Fri,33.0030821,50.0118206,60,"Poltava, Lubny",POINT (33.0030821 50.0118206),protest,rally,citizens,,,local people,law-enforcement,law-enforcement,,,,"prosecution, law-enforcement",people protested against arrest of their co-citizen after attack on administration of the president on 1st of December (see KIEV13120131),Euromaidan,,Poltava,Lubny,,civic liberties,police abuse,,,99.0,0.0,0.0,0,N,,0.0,0,N
5340,PL13120701,12/7/2013,1,12/7/2013,Sat,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,motorcade,car owners,,,pro-EU protesters,,government,,,,government,they supported Euromaidan with a motorcade. monimum 39 participants,Euromaidan,,Poltava,Poltava,,police abuse,EU,anti-government,,39.0,0.0,0.0,0,N,,0.0,0,N
5341,PL13120801,12/8/2013,1,12/8/2013,Sun,33.403516,49.0629553,60,"Poltava, Kremenchuk",POINT (33.403516 49.0629553),protest,rally,"students, artists",,,Euromaidan,,"local authorities, state forces, government",,,,"Berkut, government, mayor",people had rally in support of Euromaidan,Euromaidan,,Poltava,Kremenchuk,,police abuse,EU,anti-government,,299.0,0.0,0.0,0,N,,0.0,0,N
5342,PL13120901,12/9/2013,1,12/9/2013,Mon,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,motorcade,car owners,,,Euromaidan,,government,,,,"V.Yanukovych, Cabinet of Ministers",Pro-Euromaidan motorcade,Euromaidan,,Poltava,Poltava,,EU,,,,,0.0,0.0,0,N,,0.0,0,N
5343,PL13121101,12/11/2013,1,12/11/2013,Wed,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,symbolic,citizens,,,Euromaidan,local authorities,"state forces, government",,,,"ODA, Berkut, government","Lying protest near ODA, demanding to bring local Berkut back from Kyiv",Euromaidan,,Poltava,Poltava,,police abuse,anti-government,,,39.0,0.0,0.0,0,N,9.0,0.0,0,N
5344,PL13121102,12/11/2013,1,12/11/2013,Wed,33.0030821,50.0118206,60,"Poltava, Lubny",POINT (33.0030821 50.0118206),protest,symbolic,citizens,,,local people,,state forces,,,,Berkut,Activists shed (animal) blood on the local market. 'Don't let them shed more blood' - was written on the leaflets they bespatted with the blood,Euromaidan,,Poltava,Lubny,,police abuse,,,,,0.0,0.0,0,N,,0.0,0,N
5345,PL13121201,12/12/2013,1,12/12/2013,Thu,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),protest,picket,citizens,,,Euromaidan,mass-media,mass-media,,,,local state owned TV-channel,"Pro-Euromaidan protesters picketed local TV-channel, protesting againt censorship",Euromaidan,,Poltava,Poltava,,corruption,,,,101.0,0.0,0.0,0,N,9.0,0.0,0,N
5346,PL13121202,12/12/2013,1,12/12/2013,Thu,33.6113889,49.9658333,60,"Poltava, Myrhorod",POINT (33.6113889 49.9658333),protest,motorcade,car owners,,,pro-EU,,,,,,,"Pro-Euromaidan motorcade, urging people go to Kyiv",Euromaidan,,Poltava,Myrhorod,12:00:00,police abuse,EU,,,51.0,0.0,0.0,0,N,,0.0,0,N
5347,PL13121301,12/13/2013,1,12/13/2013,Fri,34.2002778,49.1433333,60,"Poltava, Kobeliaky",POINT (34.2002778 49.1433333),protest,picket,,party,rightists,Svoboda activists,citizens,party,,,,"Anti-Euromaidan protesters, PR","Svoboda activists picketed buses with anti-Euromaidan protesters, persuading them not to go and to stop selling out to government.",Euromaidan,,Poltava,Kobeliaky,23:30:00,officials' illegal actions,anti-government,,,9.0,0.0,0.0,0,N,4.0,0.0,0,N
5348,PL13121302,12/13/2013,1,12/13/2013,Fri,34.5507948,49.5897423,60,"Poltava, Poltava",POINT (34.5507948 49.5897423),negative response,harass,unknown,,,unknown,,,students,NGO,,"O.Koba, student of Poltava Pedagogical University, head of ""Changes of Stereotypes"" (Zlam Stereotypiv)",O.Koba was harassed by the calls from unknown number because of his organization of strike,Euromaidan,,Poltava,Poltava,,police abuse,EU,anti-government,,,0.0,0.0,0,N,,0.0,0,N
5349,PL13121303,12/13/2013,1,12/13/2013,Fri,34.2002778,49.1433333,60,"Poltava, Kobeliaky",POINT (34.2002778 49.1433333),protest,rally,"veterans, pensioners","party, NGO",leftists,"Council of veterans, CPU",,"rightists, party",,,,Svoboda,"Pensioners gathered near Lenin monument to discuss recent events i Kyiv, when the monument was destroyed",,,Poltava,Kobeliaky,,pro-Communism,anti-rightists,,,29.0,0.0,0.0,0,N,,0.0,0,N
