ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
CK13080902,2013-08-09,1,2013-08-09,Fri,negative response,harass,"ethnic minority, religious institution",,,Jewish owner of construction site,,,neighborhood,"party, NGO",rightists,"Svoboda, Sokil, inhabitans of Shchorsa street",owner of the construction site harassed protesters,CK13080901,,Cherkasy,Uman,,development projects,,,,,0,0,0,N,,0,0,N
CK13081301,2013-08-13,approximate,2013-08-13,Tue,protest,graffiti,unknown,,,"unknowns, presumably Jews",,,,,,,"Unknowns have written Jewish inscriptions on crucifixtion ""unfaithful rebel against faithful"". this cross was installed on the traditional place of Jewish pilgrims praying",,,Cherkasy,Uman,,religious rights,,,,,0,0,0,Y,0,0,0,N
CK13081302,2013-08-13,approximate,2013-08-13,Tue,protest,symbolic,neighborhood,,,people of Ivanivka,small business,small business,,,,renter of local pound,"people came to local pound and started fishing, protesting against renter, who denied their right to access the pound",CK13081302,,Cherkasy,Ivanivka village,,public utilities,privatization,,,51,0,0,0,N,,0,0,N
CK13081401,2013-08-14,1,2013-08-14,Wed,protest,picket,neighborhood,party,rightists,"inhabitants of Ivanivka and nearby villages, BYT, Svoboda",local authorities,"small business, local authorities",,,,"Chygyryn district administration, local businessman",Villagers protested against limitation of access to a local pond.,CK13081302,,Cherkasy,Chyhyryn,,public utilities,privatization,,,201,0,0,0,N,,0,0,N
CK13082001,2013-08-20,1,2013-08-20,Tue,protest,picket,,party,rightists,Svoboda,court,court,,,,Cherkasy district appellate court,Svoboda protested against accusation of its activist of destruction of a village road.,,,Cherkasy,Cherkasy,,officials' illegal actions,,,,19,0,0,0,N,,0,0,N
CK13082401,2013-08-24,1,2013-08-24,Sat,other repression,attack,local authorities,,,"head of emergency service of the district, head of department on youth",,,journalists,,,journalist of oppositional Dzvin,"she was attacked during celebration of Independence, slightly injured",,,Cherkasy,Shpola,,freedom of speech,anti-opposition,,,,0,1,0,N,0,0,0,N
CK13090201,2013-09-02,2,2013-09-17,Mon,protest,strike,workers,,,Cherkasytorf,"local authorities, law-enforcement",state enterprise,,,,"local authorities, prosecutors, head of the enterprise","Cherkasytorf workers striked, because of wage arrears and against boss.",CK13090201,,Cherkasy,Irdyn village,,wage arrears,anti-boss,,,120,0,0,0,N,,0,0,N
CK13090601,2013-09-06,1,2013-09-06,Fri,protest,picket,,party,rightists,"Svoboda, Udar, BYT","foreign country, local authorities, government","foreign country, local authorities",,,,"RSA, Russia, Ukrainian authorities",Opposition in Cherkasy demanded firing of official accused of deadly car accident and advocated for freedom of 'Azov fisherman'.,Azov fisherman,,Cherkasy,Cherkasy,,traffic regulation,police non-feasance,police abuse,,49,0,0,0,N,,0,0,N
CK13090602,2013-09-06,approximate,2013-09-06,Fri,positive response,accede,state enterprise,,,Cherkasytorf,,,workers,,,tractorists of Cherkasytorf,Only tractorists of Cherkasytorf received wages after strike.,CK13090201,,Cherkasy,Irdyn village,,wage arrears,,,,,0,0,0,N,0,0,0,N
CK13091101,2013-09-11,1,2013-09-11,Wed,protest,symbolic,,party,rightists,Svoboda,local authorities,"communal enterprise, local authorities",,,,"city council, communal enterprises of the city","People and Svoboda are displeased with city garbage management. They picketed city council and brought some garbage there. Something like ""Clear environment - healthy nation"" was on their banners",,,Cherkasy,Smila,,public utilities,environment,Ukrainian nationalism,,,0,0,0,N,,0,0,N
CK13091102,2013-09-11,1,2013-09-11,Wed,negative response,preclude,court,,,Cherkasy regional administrative court,,,,party,rightists,Svoboda,Court prohibited Svoboda march in Uman.,,,Cherkasy,Cherkasy,,police non-feasance,neofascism,Ukrainian nationalism,,,0,0,0,N,0,0,0,N
CK13091201,2013-09-12,1,2013-09-12,Thu,protest,rally,small business,NGO,,civic council of Uman,,"rightists, party",,,,Svoboda,Civic council of Uman organized a rally 'Uman for Eurointegration' against announced Svoboda action against Hasidim pilgrims and against xenophobia and neofascism,,,Cherkasy,Uman,,EU,neofascism,anti-Svoboda,,201,0,0,0,N,,0,0,N
CK13092501,2013-09-25,1,2013-09-25,Wed,other repression,harass,unknown,,,unknown,,,journalists,"party, NGO",,"Democratic Alliance, ""Centre UA"", OPORA","Journalists and opposition held an anti-Yanukovich film show (""Open access""). The area was de-energized, then police came and said there was a bomb there. Organizers had an electricity generator for back up. They persuaded police not to disrupt the event and showed the film. Police searched the area 'for bomb' afterwards, journalists say.",,,Cherkasy,Cherkasy,,freedom of speech,pro-Yanukovych,,,,0,0,0,N,,0,0,N
CK13092901,2013-09-29,1,2013-09-29,Sun,protest,demonstration/march,football fans,,,"Cherkasy ""Dnipro"" fans","local authorities, company",,,,,"sponsors, etc.",Cherkasy ultras marched for restoration of city football club.,CK13092901,,Cherkasy,Cherkasy,,sport,,,,49,0,0,0,N,,0,0,N
CK13092902,2013-09-29,1,2013-09-29,Sun,protest,blockade,football fans,,,"Cherkasy ""Dnipro"" fans","local authorities, company",,,,,"sponsors, etc.",Cherkasy ultras marched for restoration of city football club. they blocked the road by marching on it,CK13092901,,Cherkasy,Cherkasy,,sport,,,,49,0,0,0,N,,0,0,N
CK13093001,2013-09-30,approximate,2013-09-30,Mon,protest,picket,workers,,,workers of Talne bread factory,local authorities,company,,,,"raiders, district administration",Talne bread factory is said to have picketed rayon administration (RDA) against raiders.,,,Cherkasy,Talne,,raiders,,,,49,0,0,0,N,,0,0,N
CK13100701,2013-10-07,1,2013-10-07,Mon,protest,picket,,party,,"BYT, concerned citizens","law-enforcement, court","law-enforcement, court",,,,court; police,In Lysanka town of Cherkasy region people and BYT protest for justice because of man killed.,,,Cherkasy,Lysianka urban settlement,,corruption,police non-feasance,,,249,0,0,0,N,,0,0,N
CK13100801,2013-10-08,1,2013-10-08,Tue,protest,picket,workers,,,ex-workers of Udar,party,party,,,,Udar,Udar workers in Cherkasy also protest against Udar for wages unpaid.,CK13100801,,Cherkasy,Cherkasy,,wage arrears,anti-UDAR,,,,0,0,0,N,,0,0,N
CK13101001,2013-10-10,1,2013-10-10,Thu,protest,rally,,party,leftists,CPU,"local authorities, government","company, government",,,,"government, local authorities, fraud credit unions",CPU in Cherkasy rallied for Customs Union. they also supported the issue of deceived investors,,,Cherkasy,Cherkasy,10:15:00,fraud,pro-Communism,Russia Customs Union,,99,0,0,0,N,,0,0,N
CK13101002,2013-10-10,1,2013-10-10,Thu,protest,picket,,party,rightists,"BYT, UDAR, Svoboda","local authorities, government","local authorities, government",,,,"treasury, government",Cherkasy BYT picketed treasury.,treasury october,,Cherkasy,Cherkasy,,insufficient financing,local self-government,anti-government,,31,0,0,0,N,,0,0,N
CK13101101,2013-10-11,approximate,2013-10-11,Fri,protest,destroy,neighborhood,,,Gagarin str.,local authorities,company,,,,city council; developers,Gagarin str. neighborhood in Cherkasy destroyed starting of kiosk construction.,,,Cherkasy,Cherkasy,,development projects,,,,,0,0,0,Y,,0,0,N
CK13101301,2013-10-13,1,2013-10-13,Sun,protest,rally,citizens,,,some concerned citizens,,"rightists, party",,,,Svoboda,News says some concerned citizens mobilized against Svoboda march on Pokrova day in Uman.,,,Cherkasy,Uman,,neofascism,OUN-UPA,anti-Svoboda,,,0,0,0,N,,0,0,N
CK13101501,2013-10-15,1,2013-10-15,Tue,protest,picket,citizens,,,banya lovers,local authorities,local authorities,,,,"city council, mayor",In Uman men picketed mayor for functioning of city banya (sauna).,,,Cherkasy,Uman,,public utilities,,,,15,0,0,0,N,,0,0,N
CK13101701,2013-10-17,approximate,2013-10-17,Thu,protest,confrontation,neighborhood,,,people from Dobrovolskogo 15 Street,,company,,,,kiosk developer,people stopped developing of a kiosk in their yard,,,Cherkasy,Cherkasy,,development projects,,,,,0,0,0,N,,0,0,N
CK13102001,2013-10-20,1,2013-10-20,Sun,protest,symbolic,,party,,Democratic alliance,government,,,,,President,"activists gathered pens to send them to the President, to urge singing of Association with EU",,,Cherkasy,Cherkasy,,EU,,,,,0,0,0,N,,0,0,N
CK13102301,2013-10-23,approximate,2013-10-23,Wed,protest,picket,neighborhood,,,"Lysyanka urban settlement dwellers, suffered relatives","law-enforcement, court",law-enforcement,,,,rayon court; police,People in Cherkasy region Lysyanka urban settlement mobilized for justice in resonance case - against police covering up offenders. First they picketed rayon court.,CK13102301,,Cherkasy,Lysianka urban settlement,,police non-feasance,,,,,0,0,0,N,,0,0,N
CK13102601,2013-10-26,1,2013-10-26,Sat,protest,picket,neighborhood,,,"Lysyanka urban settlement dwellers, suffered relatives",law-enforcement,law-enforcement,,,,police,People in Cherkasy region Lysyanka urban settlement mobilized for justice in resonance case - against police covering up offenders.,CK13102301,,Cherkasy,Lysianka urban settlement,,police non-feasance,officials' illegal actions,,,249,0,0,0,N,,0,0,N
CK13102901,2013-10-29,approximate,2013-10-29,Tue,protest,beating,unknown,,,likely Svoboda haters,,"rightists, party",,,,Svoboda,"In Uman Svoboda activist was attacked in park by some men as he went home. however, political background in dubious",,,Cherkasy,Uman,,anti-Svoboda,,,,,0,1,0,N,0,0,0,Y
CK13103001,2013-10-30,1,2013-10-30,Wed,protest,demonstration/march,football fans,,,'Dnipro Cherkasy ultras',local authorities,,,,,RSA,Football fans in Cherkasy want restoration of FC 'Dnipro'.,,,Cherkasy,Cherkasy,,sport,,,,99,0,0,0,N,,0,0,N
CK13110701,11/7/2013,1,11/7/2013,Thu,protest,demonstration/march,,party,leftists,CPU,government,"rightists, government",,,,"government, rightists",CPU in Cherkasy rallied for October revolution.,,,Cherkasy,Cherkasy,10:00:00,pro-Communism,anti-rightists,,,41,0,0,0,N,9,0,0,N
CK13111301,11/13/2013,approximate,11/13/2013,Wed,other repression,harass,company,,,Cherkasy Azot ,,,workers,trade union,,"Workers of Cherkasy Azot, independent trade union (Democratic trade unions of Ukraine)",Workers who wanted to create independent trade union and those who wanted to join it were harassed by company. The company threatened them with eviction from dormitory and dismissal.,,,Cherkasy,Cherkasy,,labor rights,,,,,0,0,0,N,,0,0,N
CK13111401,11/14/2013,1,11/14/2013,Thu,protest,rally,disabled,,,Sick people who have renal failure and are treated at Frezenius,local authorities,"local authorities, company",,,,"Deputies of city council, Fresenius hospital",Sick people demanded to pay off an debt for their treatment in 2013 of regional local authorities.,Ferenzius,,Cherkasy,Cherkasy,,insufficient financing,public health,,,49,0,0,0,N,,0,0,N
CK13111402,11/14/2013,approximate,11/14/2013,Thu,other repression,harass,unknown,,,Uknown (supposedly sent by Maks Beshebuj),,,politician,,,Leonid Datsenko,Unknowns harassed L.Datsenko and memebrs of his team.,,,Cherkasy,Kaniv,,electoral,,,,,0,0,0,N,,0,0,N
CK13111403,11/14/2013,1,11/14/2013,Thu,protest,picket,,party,,Young People's Movement (Rukh),politician,"politician, party",,,,"A.Yatsenuk, opposition ",Rukh claimed  that opposition is not united and  demanded that something useful be done for Ukraine.,,,Cherkasy,Cherkasy,,anti-Yatseniuk,anti-opposition,,,19,0,0,0,N,,0,0,N
CK13111501,11/15/2013,approximate,11/15/2013,Fri,protest,rally,,NGO,,"Residents of Zvenyhorodka, Power of Law",government,"local authorities, court",,,,City council and court,Activists against privatization of children city park.,,,Cherkasy,Zvenyhorodka ,,land,privatization,officials' illegal actions,,30,0,0,0,N,,0,0,N
CK13111901,11/19/2013,1,11/19/2013,Tue,protest,vandalism,unknown,,,Unknown,,,,,,,"The flag of Ukraine was torn by unknown. Svoboda claimed that it was done by Hasidim, but no evidences are found. ",,,Cherkasy,Uman,,anti-Ukraine,,,,,0,0,0,Y,0,0,0,N
CK13112101,11/21/2013,1,11/21/2013,Thu,protest,boycott,students,,,Pupils of the school #2,education institution,citizens,,,,"Pupil of the school #2, school administration","A conflict occurred between one pupil of the 3B class (School #2) and other children. As a result, other children did not go to school in order to symbolize protest against incapability of school administration to solve the problem.",,,Cherkasy,Chyhyryn,,education,,,,,0,0,0,N,0,0,0,N
CK13112103,11/21/2013,2,11/22/2013,Thu,other repression,protocol,state forces,,,Police,,,car owners,party,,Head of Cherkasy Batkivshyna ,"Police drew up 2 protocols (21.11 and 22.11) against owner of the bus - head of Cherkasy Batkivshyna . There is a slogan on the bus ""Freedom to Yulia"". This bus also had loudspeaker for pro-EU protesters' using. officially - he moved on pedestrian zone, hence, dubious",Euromaidan,,Cherkasy,Cherkasy,22:00:00,civic liberties,anti-BYT,anti-Tymoshenko,,,0,0,0,N,,0,0,Y
CK13112104,11/21/2013,1,11/21/2013,Thu,protest,rally,workers,,,Workers of Crona and local dwellers,,company,,,,Ukrdrev,Workers (Crona) protested against violation of V. Kravchenko (Crona) author's rights. ,,,Cherkasy,Horodysche ,,small business rights,police non-feasance,,,12,0,0,0,N,,0,0,N
CK13112201,11/22/2013,1,11/22/2013,Fri,protest,demonstration/march,veterans,"party, NGO",rightists,"Svoboda, Udar, BYT, All-Ukrainian organization of veterans",,"party, government",,,,"Verkhovna Rada, Cabinet of Ministers, V. Yanukovych, PR",Demonstration in support of EU-Ukraine association (from 100 to 2000 protesters).,Euromaidan,,Cherkasy,Cherkasy,15:00:00,EU,pro-Tymoshenko,anti-PR,,1051,0,0,0,N,31,0,0,N
CK13112202,11/22/2013,1,11/22/2013,Fri,protest,rally,"teachers, workers, pensioners",party,,PR,,,,,,,PR organized rally in support of   EU-Ukraine association.,Euromaidan,,Cherkasy,Cherkasy,,EU,,,,250,0,0,0,N,31,0,0,N
CK13112203,11/22/2013,1,11/22/2013,Fri,protest,break in,veterans,"party, NGO",rightists,"Svoboda, Udar, BYT, All-Ukrainian organization of veterans",,,,party,,PR,"they tried to get to PR's action scene, police stopped them",Euromaidan,,Cherkasy,Cherkasy,,EU,anti-PR,,,,0,0,0,N,,0,0,N
CK13112204,11/22/2013,1,11/22/2013,Fri,negative response,blockade,state forces,,,police,,,veterans,"party, NGO",rightists,"Svoboda, Udar, BYT, All-Ukrainian organization of veterans","they tried to get to PR's action scene, police stopped them",Euromaidan,,Cherkasy,Cherkasy,,EU,anti-PR,,,,0,0,0,N,,0,0,N
CK13112301,11/23/2013,1,11/23/2013,Sat,protest,tent camp,citizens,,,Local dwellers ,,government,,,,"Verkhovna Rada, Cabinet of Ministers, V. Yanukovych",Activists installed a tent. It should be a start of Euromaidan. ,Euromaidan,,Cherkasy,Cherkasy,17:00:00,EU,,,,10,0,0,0,N,,0,0,N
CK13112302,11/23/2013,1,11/23/2013,Sat,negative response,protocol,state forces,,,Police,,,citizens,,,Local dwellers (Pro-EU protesters),Police drew a protocol against pro-EU local activists who installed tent on the central square (CK13112301). ,Euromaidan,,Cherkasy,Cherkasy,,EU,,,,,0,0,0,N,,0,0,N
CK13112303,11/23/2013,1,11/23/2013,Sat,negative response,destroy,state forces,,,Police,,,citizens,,,"Local dwellers (Pro-EU protesters)
",Police disassembled tent which was installed by pro-EU protesters (CK13112301) and did not let to install new one.,Euromaidan,,Cherkasy,Cherkasy,,EU,,,,,0,0,0,Y,,0,0,N
CK13112304,11/23/2013,2,11/30/2013,Sat,protest,rally,"pensioners, students",party,,"Local dwellers (pro-EU protesters), BYT",,government,,,,"Verkhovna Rada, Cabinet of Ministers, V. Yanukovych",Activists organized rally in support of EU-Ukraine association. reported numbers - from 10 to 500,"Euromaidan, CK13112304",,Cherkasy,Cherkasy,,EU,,,,255,0,0,0,N,,0,0,N
CK13112305,11/23/2013,1,11/23/2013,Sat,negative response,fight,state forces,,,Police,,,,party,,Local dwellers (pro-EU protesters) and deputies of ODA (Batkivshyna),A confrontation occurred between pro-EU protesters (176) and police (99) during the attempt to organize rally in support of EU-Ukraine association (CK13112304) and install tent camp (CK13112301),Euromaidan,,Cherkasy,Cherkasy,,EU,,,,,0,0,0,N,99,0,0,N
CK13112306,11/23/2013,1,11/23/2013,Sat,other repression,attack,politician,,,M. Bulatetskui and his team,,,"workers, politician",,,agitators for M. Poplavskyi ,"M. Bulatetskui  and his nephew attacked two women - agitators for M.Poplavskyi. woman felt bad after this, and women's defender was attacked with paper spray",CK13112306,,Cherkasy,Cherkasy,,electoral,,,,,0,1,0,N,0,0,0,N
CK13112401,11/24/2013,1,11/24/2013,Sun,protest,symbolic,citizens,,,"Cherkasy dwellers, activists",government,government,,,,Ukrainian government,Cherkasy dwellers are collecting eggs for ukrainian government.,"Euromaidan, CK13112304",,Cherkasy,Cherkasy,,EU,,,,301,0,0,0,N,,0,0,N
CK13112402,11/24/2013,2,11/25/2013,Sun,protest,rally,,"party, NGO",rightists,"Local dwellers,Svoboda, Sokil","local authorities, government",government,,,,"V. Yanukovych, CMU, Verkhovna Rada, local authorities",Rally in support of EU-Ukraine association. 130-400 participants,Euromaidan,,Cherkasy,Uman,,EU,,,,265,0,0,0,N,,0,0,N
CK13112501,11/25/2013,1,11/25/2013,Mon,protest,picket,workers,trade union,,trade union Democratic trade unions and People's solidarity (Narodna Solidarnist),company,company,,,,Azot,they demanded the enterprise to work normally and to stop making obstacles fro free trade unions,,,Cherkasy,Cherkasy,,labor rights,,,,181,0,0,0,N,,0,0,N
CK13112502,11/25/2013,1,11/25/2013,Mon,negative response,disrupt,local authorities,,,Cherkasy local authorities,,,"students, pensioners",party,,"Local dwellers (pro-EU protesters), BYT","Several ""KamAZ"" trucks appeared at Theater square. Drivers explain that they are here to repair facade of the theater, but protesters think that this is a disruption, organized by local authorities.","Euromaidan, CK13112304",,Cherkasy,Cherkasy,afternoon,EU,,,,,0,0,0,N,,0,0,Y
